solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_3	sp|O42248|GBLP_DANRE	82.456	171	30	0	1	513	35	205	2.79e-103	301
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_5	sp|Q08013|SSRG_RAT	75.385	65	16	0	3	197	121	185	1.39e-28	104
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_6	sp|P12234|MPCP_BOVIN	76.623	77	18	0	2	232	286	362	7.23e-24	98.6
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_9	sp|Q41629|ADT1_WHEAT	82.258	62	11	0	3	188	170	231	6.01e-28	104
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_13	sp|Q32NG4|GALD1_XENLA	54.444	90	40	1	1	270	140	228	1.50e-28	106
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_23	sp|Q9GNE2|RL23_AEDAE	97.222	72	2	0	67	282	14	85	6.74e-44	142
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_31	sp|B3EWZ9|HEPHL_ACRMI	56.589	129	53	1	2	379	26	154	1.78e-44	157
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_31	sp|B3EWZ9|HEPHL_ACRMI	44.715	123	64	1	8	364	380	502	9.10e-30	115
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_31	sp|B3EWZ9|HEPHL_ACRMI	44.531	128	65	3	11	376	732	859	1.18e-27	109
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_32	sp|Q641Y2|NDUS2_RAT	88.034	117	14	0	2	352	334	450	6.36e-72	224
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_37	sp|Q9D3D9|ATPD_MOUSE	56.098	123	54	0	2	370	46	168	4.33e-43	144
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_39	sp|Q39613|CYPH_CATRO	75.000	120	23	1	55	393	1	120	3.36e-50	160
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_40	sp|P49666|RL21_PIG	68.889	135	42	0	17	421	1	135	1.28e-65	199
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_41	sp|P40429|RL13A_HUMAN	70.588	153	45	0	3	461	16	168	2.02e-75	227
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_48	sp|Q9MZ15|VDAC2_PIG	74.684	79	20	0	1	237	150	228	7.88e-39	133
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_52	sp|Q4PMB3|RS4_IXOSC	77.612	67	15	0	3	203	72	138	2.79e-31	112
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_57	sp|P00829|ATPB_BOVIN	90.838	382	35	0	3	1148	86	467	0.0	674
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_59	sp|P62250|RS16_RAT	89.041	73	8	0	61	279	3	75	3.14e-40	132
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_66	sp|Q4PMB3|RS4_IXOSC	79.104	67	14	0	24	224	3	69	1.64e-30	110
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_68	sp|P25457|RL7B_SCHPO	65.500	200	68	1	1	597	47	246	7.39e-95	279
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_70	sp|P56597|NDK5_HUMAN	67.059	85	27	1	1	252	127	211	9.70e-37	126
